"*SiteName","GAINS3_EventName","*Country","*StateProv","District","*Latitude","*Longitude","HabitatType","HabitatComment","LandscapeConversionGradient","*AnthropogenicChange","AnthropogenicChangeSecondary","*DomesticAnimals","OtherDomesticAnimals","*DateStarted","TimeStart","TimeDuration","*RecorderID","RecorderOther","*RecorderAffiliation","ArchivedData","SourceCertainty","*PrimaryInterface","OtherPrimaryInterface","SecondaryInterface","OtherSecondaryInterface","*ReasonForCollection","KnownSource","EventCustomColumns","ContainerID","ContainerType","Quantity","QuantityCertainty","QuantityUnit","SampleUnitID","*AnimalID (GAINS)","*AnimalID (Recorded As)","SampleDate","sampleUnitLatitude","sampleUnitLongitude","*IdentifiedBy","CircumstanceObservation","SampleLocation","*AnimalClassification","AnimalTaxa","*TaxonomicDescriptor","*SpeciesScientificName","SpeciesCommonNameEnglish","SpeciesCommonNameLocal","*IdentificationCertainty","TagBandID","Sex","AgeClass","Pregnant","WithYoung","Lactating","*ConditionAtSampling","ReportedAsConditionAtCapture","ConditionAtRelease","PreservationMethod","OtherConditionPreservation","Use","OtherUse","DestinationOfProduct","OriginKnown","OriginLocation","TimeSinceOrigin","Euthanasia","ClinicalSigns/GrossFindings","DiseaseSuspected","SuspectedDisease","Necropsy/Exam","FieldNecropsyResults","BodyMeasurementBodyPartType","BodyMeasurementUnit","BodyMeasurementValue","Part","PartDescription","PerceivedRateOfSale","PerceivedRateSaleTimeUnit","PriceUnitLocal","PriceUnitUSD","VendorQuantity","VendorQuantityUnit","VendorQuantityCertainty","ButcheringActivity","Butcher","ButcherObservableRiskFactors","ButcherReducesBloodContact","Quarter","sampleUnitNotes","sampleUnitCustomColumns","SpecimenID","SpecimenIDBarcode","SpecimenDate","SpecimenType","SpecimenTypeDescriptor","SpecimenCondition","SpecimenComments","SamplingMethod","SampleAliquotted","AliquotID","SampleContainer","StorageMedium","FieldStorageMethod","LaboratoryStorageMethod","SpecimenLocationFacilityName","SpecimenLocationInLab","SpecimenLocationFacilityAddress","TimeFromCollectionToFreezing","BloodCollectionTube","PlasmaCollected","SerumCollected","MethodOfSerumPlasmaCollection","VolumeOfSerumPlasma","Notes","SpecimenCustomColumns","DateCreated","EntryID","InPurgatory"
"C01","C01-2010-07-19","Mexico","Distrito Federal","","19.29615","-99.103353","Urban areas","","","","","","","2010-07-19","","","Rafael Avila","","EcoHealth Alliance","False","Actual","free-ranging; contact with domestic animals or humans not likely","","","","Active surveillance","Yes","","EA48410C001","","","","","6306","EA48410C001","","2010-07-19","","","Rafael 햢ila","","","Wild","Bats","Tadarida brasiliensis","Tadarida brasiliensis","Brazilian free-tailed bat","","Actual","","Male","Adult","No","No","","Apparently healthy","True","Apparently healthy","","","","","","","","","No","","No","","No","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010","","","17641","C001B","2010-07-19","Biopsy ","","Room temperature: 20-25oC","","Excisional biopsy ","No","","Eppendorf tube ","70% ethyl alcohol","Clip lock bag","","FMVZ, UNAM","","","","","","","","","","<b>Internal parasite collected (Y/N)</b>: No<br/>","3/1/2011 12:58:31 PM","","False"
"C01","C01-2010-07-19","Mexico","Distrito Federal","","19.29615","-99.103353","Urban areas","","","","","","","2010-07-19","","","Rafael Avila","","EcoHealth Alliance","False","Actual","free-ranging; contact with domestic animals or humans not likely","","","","Active surveillance","Yes","","EA48410C001","","","","","6306","EA48410C001","","2010-07-19","","","Rafael 햢ila","","","Wild","Bats","Tadarida brasiliensis","Tadarida brasiliensis","Brazilian free-tailed bat","","Actual","","Male","Adult","No","No","","Apparently healthy","True","Apparently healthy","","","","","","","","","No","","No","","No","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010","","","17638","C001Ho","2010-07-19","Oral swab","","Frozen - other","","Swab ","No","","Cryotube ","Lysis_buffer","Freezer (-80C)","","FMVZ, UNAM","","","","","","","","","","<b>Internal parasite collected (Y/N)</b>: No<br/>","3/1/2011 12:58:31 PM","","False"
"C01","C01-2010-07-19","Mexico","Distrito Federal","","19.29615","-99.103353","Urban areas","","","","","","","2010-07-19","","","Rafael Avila","","EcoHealth Alliance","False","Actual","free-ranging; contact with domestic animals or humans not likely","","","","Active surveillance","Yes","","EA48410C001","","","","","6306","EA48410C001","","2010-07-19","","","Rafael 햢ila","","","Wild","Bats","Tadarida brasiliensis","Tadarida brasiliensis","Brazilian free-tailed bat","","Actual","","Male","Adult","No","No","","Apparently healthy","True","Apparently healthy","","","","","","","","","No","","No","","No","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010","","","17639","C001Hr","2010-07-19","Rectal swab ","","Frozen - other","","Swab ","No","","Cryotube ","Lysis_buffer","Freezer (-80C)","","FMVZ, UNAM","","","","","","","","","","<b>Internal parasite collected (Y/N)</b>: No<br/>","3/1/2011 12:58:31 PM","","False"
"C01","C01-2010-07-19","Mexico","Distrito Federal","","19.29615","-99.103353","Urban areas","","","","","","","2010-07-19","","","Rafael Avila","","EcoHealth Alliance","False","Actual","free-ranging; contact with domestic animals or humans not likely","","","","Active surveillance","Yes","","EA48410C001","","","","","6306","EA48410C001","","2010-07-19","","","Rafael 햢ila","","","Wild","Bats","Tadarida brasiliensis","Tadarida brasiliensis","Brazilian free-tailed bat","","Actual","","Male","Adult","No","No","","Apparently healthy","True","Apparently healthy","","","","","","","","","No","","No","","No","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010","","","17640","C001O","2010-07-19","Urine ","","Frozen - other","","Voided fecal/urine ","No","","Cryotube ","Lysis_buffer","Freezer (-80C)","","FMVZ, UNAM","","","","","","","","","","<b>Internal parasite collected (Y/N)</b>: No<br/>","3/1/2011 12:58:31 PM","","False"
"C01","C01-2010-07-19","Mexico","Distrito Federal","","19.29615","-99.103353","Urban areas","","","","","","","2010-07-19","","","Rafael Avila","","EcoHealth Alliance","False","Actual","free-ranging; contact with domestic animals or humans not likely","","","","Active surveillance","Yes","","EA48410C001","","","","","6306","EA48410C001","","2010-07-19","","","Rafael 햢ila","","","Wild","Bats","Tadarida brasiliensis","Tadarida brasiliensis","Brazilian free-tailed bat","","Actual","","Male","Adult","No","No","","Apparently healthy","True","Apparently healthy","","","","","","","","","No","","No","","No","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010","","","17637","C001P","2010-07-19","Blood (whole)","","Frozen - other","","Venipuncture","No","","Cryotube ","N/A","Freezer (-80C)","","FMVZ, UNAM","","","","Other","No","No","","","","<b>Internal parasite collected (Y/N)</b>: No<br/>","3/1/2011 12:58:31 PM","","False"
"C01","C01-2010-07-19","Mexico","Distrito Federal","","19.29615","-99.103353","Urban areas","","","","","","","2010-07-19","","","Rafael Avila","","EcoHealth Alliance","False","Actual","free-ranging; contact with domestic animals or humans not likely","","","","Active surveillance","Yes","","EA48410C002","","","","","6307","EA48410C002","","2010-07-19","","","Rafael 햢ila","","","Wild","Bats","Myotis","Myotis occultus","Arizona myotis","","Actual","","Female","Adult","No","No","","Apparently healthy","True","Apparently healthy","","","","","","","","","No","","No","","No","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010","","","17645","C002B","2010-07-19","Biopsy ","","Room temperature: 20-25oC","","Excisional biopsy ","No","","Eppendorf tube ","70% ethyl alcohol","Clip lock bag","","FMVZ, UNAM","","","","","","","","","","<b>Internal parasite collected (Y/N)</b>: No<br/>","3/1/2011 12:58:31 PM","","False"
"C01","C01-2010-07-19","Mexico","Distrito Federal","","19.29615","-99.103353","Urban areas","","","","","","","2010-07-19","","","Rafael Avila","","EcoHealth Alliance","False","Actual","free-ranging; contact with domestic animals or humans not likely","","","","Active surveillance","Yes","","EA48410C002","","","","","6307","EA48410C002","","2010-07-19","","","Rafael 햢ila","","","Wild","Bats","Myotis","Myotis occultus","Arizona myotis","","Actual","","Female","Adult","No","No","","Apparently healthy","True","Apparently healthy","","","","","","","","","No","","No","","No","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010","","","17643","C002Ho","2010-07-19","Oral swab","","Frozen - other","","Swab ","No","","Cryotube ","Lysis_buffer","Freezer (-80C)","","FMVZ, UNAM","","","","","","","","","","<b>Internal parasite collected (Y/N)</b>: No<br/>","3/1/2011 12:58:31 PM","","False"
"C01","C01-2010-07-19","Mexico","Distrito Federal","","19.29615","-99.103353","Urban areas","","","","","","","2010-07-19","","","Rafael Avila","","EcoHealth Alliance","False","Actual","free-ranging; contact with domestic animals or humans not likely","","","","Active surveillance","Yes","","EA48410C002","","","","","6307","EA48410C002","","2010-07-19","","","Rafael 햢ila","","","Wild","Bats","Myotis","Myotis occultus","Arizona myotis","","Actual","","Female","Adult","No","No","","Apparently healthy","True","Apparently healthy","","","","","","","","","No","","No","","No","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010","","","17644","C002Hr","2010-07-19","Rectal swab ","","Frozen - other","","Swab ","No","","Cryotube ","Lysis_buffer","Freezer (-80C)","","FMVZ, UNAM","","","","","","","","","","<b>Internal parasite collected (Y/N)</b>: No<br/>","3/1/2011 12:58:31 PM","","False"
"C01","C01-2010-07-19","Mexico","Distrito Federal","","19.29615","-99.103353","Urban areas","","","","","","","2010-07-19","","","Rafael Avila","","EcoHealth Alliance","False","Actual","free-ranging; contact with domestic animals or humans not likely","","","","Active surveillance","Yes","","EA48410C002","","","","","6307","EA48410C002","","2010-07-19","","","Rafael 햢ila","","","Wild","Bats","Myotis","Myotis occultus","Arizona myotis","","Actual","","Female","Adult","No","No","","Apparently healthy","True","Apparently healthy","","","","","","","","","No","","No","","No","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010","","","17642","C002P","2010-07-19","Blood (whole)","","Frozen - other","","Venipuncture","No","","Cryotube ","N/A","Freezer (-80C)","","FMVZ, UNAM","","","","Other","No","No","","","","<b>Internal parasite collected (Y/N)</b>: No<br/>","3/1/2011 12:58:31 PM","","False"
"C01","C01-2010-07-19","Mexico","Distrito Federal","","19.29615","-99.103353","Urban areas","","","","","","","2010-07-19","","","Rafael Avila","","EcoHealth Alliance","False","Actual","free-ranging; contact with domestic animals or humans not likely","","","","Active surveillance","Yes","","EA48410C003","","","","","6308","EA48410C003","","2010-07-19","","","Rafael 햢ila","","","Wild","Bats","Tadarida brasiliensis","Tadarida brasiliensis","Brazilian free-tailed bat","","Actual","","Male","Adult","No","No","","Apparently healthy","True","Apparently healthy","","","","","","","","","No","","No","","No","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010","","","17649","C003B","2010-07-19","Biopsy ","","Room temperature: 20-25oC","","Excisional biopsy ","No","","Eppendorf tube ","70% ethyl alcohol","Clip lock bag","","FMVZ, UNAM","","","","","","","","","","<b>Internal parasite collected (Y/N)</b>: No<br/>","3/1/2011 12:58:31 PM","","False"
