"*SiteName","GAINS3_EventName","*Country","*StateProv","District","*Latitude","*Longitude","HabitatType","HabitatComment","LandscapeConversionGradient","*AnthropogenicChange","AnthropogenicChangeSecondary","*DomesticAnimals","OtherDomesticAnimals","*DateStarted","TimeStart","TimeDuration","*RecorderID","RecorderOther","*RecorderAffiliation","ArchivedData","SourceCertainty","*PrimaryInterface","OtherPrimaryInterface","SecondaryInterface","OtherSecondaryInterface","*ReasonForCollection","KnownSource","EventCustomColumns","ContainerID","ContainerType","Quantity","QuantityCertainty","QuantityUnit","SampleUnitID","*AnimalID (GAINS)","*AnimalID (Recorded As)","SampleDate","sampleUnitLatitude","sampleUnitLongitude","*IdentifiedBy","CircumstanceObservation","SampleLocation","*AnimalClassification","AnimalTaxa","*TaxonomicDescriptor","*SpeciesScientificName","SpeciesCommonNameEnglish","SpeciesCommonNameLocal","*IdentificationCertainty","TagBandID","Sex","AgeClass","Pregnant","WithYoung","Lactating","*ConditionAtSampling","ReportedAsConditionAtCapture","ConditionAtRelease","PreservationMethod","OtherConditionPreservation","Use","OtherUse","DestinationOfProduct","OriginKnown","OriginLocation","TimeSinceOrigin","Euthanasia","ClinicalSigns/GrossFindings","DiseaseSuspected","SuspectedDisease","Necropsy/Exam","FieldNecropsyResults","BodyMeasurementBodyPartType","BodyMeasurementUnit","BodyMeasurementValue","Part","PartDescription","PerceivedRateOfSale","PerceivedRateSaleTimeUnit","PriceUnitLocal","PriceUnitUSD","VendorQuantity","VendorQuantityUnit","VendorQuantityCertainty","ButcheringActivity","Butcher","ButcherObservableRiskFactors","ButcherReducesBloodContact","Quarter","sampleUnitNotes","sampleUnitCustomColumns","SpecimenID","SpecimenIDBarcode","SpecimenDate","SpecimenType","SpecimenTypeDescriptor","SpecimenCondition","SpecimenComments","SamplingMethod","SampleAliquotted","AliquotID","SampleContainer","StorageMedium","FieldStorageMethod","LaboratoryStorageMethod","SpecimenLocationFacilityName","SpecimenLocationInLab","SpecimenLocationFacilityAddress","TimeFromCollectionToFreezing","BloodCollectionTube","PlasmaCollected","SerumCollected","MethodOfSerumPlasmaCollection","VolumeOfSerumPlasma","Notes","SpecimenCustomColumns","DateCreated","EntryID","InPurgatory"
"A07","A07-2011-03-06","Mexico","Chiapas","Chajul","16.09928","-90.92489","Agricultural","","high (converted)","livestock grazing area","established village or indigenous settlement","cattle","","2011-03-06","","","Oscar Rico","","EcoHealth Alliance","True","Actual","free-ranging; contact with domestic animals or humans not likely","","","","Active surveillance","Yes","","IE48411A399","","","","","163892","IE48411A399","","2011-03-06","","","Oscar Rico","","","Wild","Bats","","Platyrrhinus helleri","","","Actual","","Male","Adult","No","No","No","Apparently healthy","True","Apparently healthy","","","","","","","","","No","","No","","Physical Exam","","","","","","","","","","","","","","Yes","","","","FY2 Q2:  Jan 1 - Mar 31, 2011","","","774851","B A399","","Biopsy ","","Room temperature: 20-25oC","","Skin/tissue scraping ","No","","Eppendorf tube ","90% ethanol","Clip lock bag","Clip lock bag","FMVZ, UNAM","Serology Lab","Av Universidad 3000 col Copilco","","Other","No","Yes","Centrifuge","","","","11/1/2012 4:54:43 PM","8173","False"
"A07","A07-2011-03-06","Mexico","Chiapas","Chajul","16.09928","-90.92489","Agricultural","","high (converted)","livestock grazing area","established village or indigenous settlement","cattle","","2011-03-06","","","Oscar Rico","","EcoHealth Alliance","True","Actual","free-ranging; contact with domestic animals or humans not likely","","","","Active surveillance","Yes","","IE48411A399","","","","","163892","IE48411A399","","2011-03-06","","","Oscar Rico","","","Wild","Bats","","Platyrrhinus helleri","","","Actual","","Male","Adult","No","No","No","Apparently healthy","True","Apparently healthy","","","","","","","","","No","","No","","Physical Exam","","","","","","","","","","","","","","Yes","","","","FY2 Q2:  Jan 1 - Mar 31, 2011","","","774828","T L A399","","Oral swab","","Frozen -80oC","","Swab ","No","","Cryotube ","Lysis_buffer","Liquid Nitrogen","Freezer (-80C)","FMVZ, UNAM","Serology Lab","Av Universidad 3000 col Copilco","","Other","No","Yes","Centrifuge","","","","11/1/2012 4:54:43 PM","8173","False"
"A07","A07-2011-03-06","Mexico","Chiapas","Chajul","16.09928","-90.92489","Agricultural","","high (converted)","livestock grazing area","established village or indigenous settlement","cattle","","2011-03-06","","","Oscar Rico","","EcoHealth Alliance","True","Actual","free-ranging; contact with domestic animals or humans not likely","","","","Active surveillance","Yes","","IE48411A399","","","","","163892","IE48411A399","","2011-03-06","","","Oscar Rico","","","Wild","Bats","","Platyrrhinus helleri","","","Actual","","Male","Adult","No","No","No","Apparently healthy","True","Apparently healthy","","","","","","","","","No","","No","","Physical Exam","","","","","","","","","","","","","","Yes","","","","FY2 Q2:  Jan 1 - Mar 31, 2011","","","774819","R L A399","","Rectal swab ","","Frozen -80oC","","Swab ","No","","Cryotube ","Lysis_buffer","Liquid Nitrogen","Freezer (-80C)","FMVZ, UNAM","Serology Lab","Av Universidad 3000 col Copilco","","Other","No","Yes","Centrifuge","","","","11/1/2012 4:54:43 PM","8173","False"
"A07","A07-2011-03-06","Mexico","Chiapas","Chajul","16.09928","-90.92489","Agricultural","","high (converted)","livestock grazing area","established village or indigenous settlement","cattle","","2011-03-06","","","Oscar Rico","","EcoHealth Alliance","True","Actual","free-ranging; contact with domestic animals or humans not likely","","","","Active surveillance","Yes","","IE48411A399","","","","","163892","IE48411A399","","2011-03-06","","","Oscar Rico","","","Wild","Bats","","Platyrrhinus helleri","","","Actual","","Male","Adult","No","No","No","Apparently healthy","True","Apparently healthy","","","","","","","","","No","","No","","Physical Exam","","","","","","","","","","","","","","Yes","","","","FY2 Q2:  Jan 1 - Mar 31, 2011","","","774835","B L A399","","Red blood cells ","","Frozen -80oC","","Venipuncture","No","","Cryotube ","Lysis_buffer","Liquid Nitrogen","Freezer (-80C)","FMVZ, UNAM","Serology Lab","Av Universidad 3000 col Copilco","","Other","No","Yes","Centrifuge","","","","11/1/2012 4:54:43 PM","8173","False"
"A07","A07-2011-03-06","Mexico","Chiapas","Chajul","16.09928","-90.92489","Agricultural","","high (converted)","livestock grazing area","established village or indigenous settlement","cattle","","2011-03-06","","","Oscar Rico","","EcoHealth Alliance","True","Actual","free-ranging; contact with domestic animals or humans not likely","","","","Active surveillance","Yes","","IE48411A399","","","","","163892","IE48411A399","","2011-03-06","","","Oscar Rico","","","Wild","Bats","","Platyrrhinus helleri","","","Actual","","Male","Adult","No","No","No","Apparently healthy","True","Apparently healthy","","","","","","","","","No","","No","","Physical Exam","","","","","","","","","","","","","","Yes","","","","FY2 Q2:  Jan 1 - Mar 31, 2011","","","774845","S E A399","","Serum ","","Frozen -80oC","","Venipuncture","No","","Cryotube ","N/A","Liquid Nitrogen","Freezer (-80C)","FMVZ, UNAM","Serology Lab","Av Universidad 3000 col Copilco","","Other","No","Yes","Centrifuge","","","","11/1/2012 4:54:43 PM","8173","False"
"A07","A07-2011-03-06","Mexico","Chiapas","Chajul","16.09928","-90.92489","Agricultural","","high (converted)","livestock grazing area","established village or indigenous settlement","cattle","","2011-03-06","","","Oscar Rico","","EcoHealth Alliance","True","Actual","free-ranging; contact with domestic animals or humans not likely","","","","Active surveillance","Yes","","IE48411A400","","","","","163893","IE48411A400","","2011-03-06","","","Oscar Rico","","","Wild","Bats","","Glossophaga commissarisi","","","Actual","","Male","Adult","No","No","No","Apparently healthy","True","Apparently healthy","","","","","","","","","No","","No","","Physical Exam","","","","","","","","","","","","","","Yes","","","","FY2 Q2:  Jan 1 - Mar 31, 2011","","","774852","B A400","","Biopsy ","","Room temperature: 20-25oC","","Skin/tissue scraping ","No","","Eppendorf tube ","90% ethanol","Clip lock bag","Clip lock bag","FMVZ, UNAM","Serology Lab","Av Universidad 3000 col Copilco","","Other","No","Yes","Centrifuge","","","","11/1/2012 4:54:43 PM","8173","False"
"A07","A07-2011-03-06","Mexico","Chiapas","Chajul","16.09928","-90.92489","Agricultural","","high (converted)","livestock grazing area","established village or indigenous settlement","cattle","","2011-03-06","","","Oscar Rico","","EcoHealth Alliance","True","Actual","free-ranging; contact with domestic animals or humans not likely","","","","Active surveillance","Yes","","IE48411A400","","","","","163893","IE48411A400","","2011-03-06","","","Oscar Rico","","","Wild","Bats","","Glossophaga commissarisi","","","Actual","","Male","Adult","No","No","No","Apparently healthy","True","Apparently healthy","","","","","","","","","No","","No","","Physical Exam","","","","","","","","","","","","","","Yes","","","","FY2 Q2:  Jan 1 - Mar 31, 2011","","","774829","T L A400","","Oral swab","","Frozen -80oC","","Swab ","No","","Cryotube ","Lysis_buffer","Liquid Nitrogen","Freezer (-80C)","FMVZ, UNAM","Serology Lab","Av Universidad 3000 col Copilco","","Other","No","Yes","Centrifuge","","","","11/1/2012 4:54:43 PM","8173","False"
"A07","A07-2011-03-06","Mexico","Chiapas","Chajul","16.09928","-90.92489","Agricultural","","high (converted)","livestock grazing area","established village or indigenous settlement","cattle","","2011-03-06","","","Oscar Rico","","EcoHealth Alliance","True","Actual","free-ranging; contact with domestic animals or humans not likely","","","","Active surveillance","Yes","","IE48411A400","","","","","163893","IE48411A400","","2011-03-06","","","Oscar Rico","","","Wild","Bats","","Glossophaga commissarisi","","","Actual","","Male","Adult","No","No","No","Apparently healthy","True","Apparently healthy","","","","","","","","","No","","No","","Physical Exam","","","","","","","","","","","","","","Yes","","","","FY2 Q2:  Jan 1 - Mar 31, 2011","","","774821","R L A400","","Rectal swab ","","Frozen -80oC","","Swab ","No","","Cryotube ","Lysis_buffer","Liquid Nitrogen","Freezer (-80C)","FMVZ, UNAM","Serology Lab","Av Universidad 3000 col Copilco","","Other","No","Yes","Centrifuge","","","","11/1/2012 4:54:43 PM","8173","False"
"A07","A07-2011-03-06","Mexico","Chiapas","Chajul","16.09928","-90.92489","Agricultural","","high (converted)","livestock grazing area","established village or indigenous settlement","cattle","","2011-03-06","","","Oscar Rico","","EcoHealth Alliance","True","Actual","free-ranging; contact with domestic animals or humans not likely","","","","Active surveillance","Yes","","IE48411A400","","","","","163893","IE48411A400","","2011-03-06","","","Oscar Rico","","","Wild","Bats","","Glossophaga commissarisi","","","Actual","","Male","Adult","No","No","No","Apparently healthy","True","Apparently healthy","","","","","","","","","No","","No","","Physical Exam","","","","","","","","","","","","","","Yes","","","","FY2 Q2:  Jan 1 - Mar 31, 2011","","","774838","B L A400","","Red blood cells ","","Frozen -80oC","","Venipuncture","No","","Cryotube ","Lysis_buffer","Liquid Nitrogen","Freezer (-80C)","FMVZ, UNAM","Serology Lab","Av Universidad 3000 col Copilco","","Other","No","Yes","Centrifuge","","","","11/1/2012 4:54:43 PM","8173","False"
"A07","A07-2011-03-06","Mexico","Chiapas","Chajul","16.09928","-90.92489","Agricultural","","high (converted)","livestock grazing area","established village or indigenous settlement","cattle","","2011-03-06","","","Oscar Rico","","EcoHealth Alliance","True","Actual","free-ranging; contact with domestic animals or humans not likely","","","","Active surveillance","Yes","","IE48411A400","","","","","163893","IE48411A400","","2011-03-06","","","Oscar Rico","","","Wild","Bats","","Glossophaga commissarisi","","","Actual","","Male","Adult","No","No","No","Apparently healthy","True","Apparently healthy","","","","","","","","","No","","No","","Physical Exam","","","","","","","","","","","","","","Yes","","","","FY2 Q2:  Jan 1 - Mar 31, 2011","","","774846","S E A400","","Serum ","","Frozen -80oC","","Venipuncture","No","","Cryotube ","N/A","Liquid Nitrogen","Freezer (-80C)","FMVZ, UNAM","Serology Lab","Av Universidad 3000 col Copilco","","Other","No","Yes","Centrifuge","","","","11/1/2012 4:54:43 PM","8173","False"
