"*SiteName","GAINS3_EventName","*Country","*StateProv","District","*Latitude","*Longitude","HabitatType","HabitatComment","LandscapeConversionGradient","*AnthropogenicChange","AnthropogenicChangeSecondary","*DomesticAnimals","OtherDomesticAnimals","*DateStarted","TimeStart","TimeDuration","*RecorderID","RecorderOther","*RecorderAffiliation","ArchivedData","SourceCertainty","*PrimaryInterface","OtherPrimaryInterface","SecondaryInterface","OtherSecondaryInterface","*ReasonForCollection","KnownSource","EventCustomColumns","ContainerID","ContainerType","Quantity","QuantityCertainty","QuantityUnit","SampleUnitID","*AnimalID (GAINS)","*AnimalID (Recorded As)","SampleDate","sampleUnitLatitude","sampleUnitLongitude","*IdentifiedBy","CircumstanceObservation","SampleLocation","*AnimalClassification","AnimalTaxa","*TaxonomicDescriptor","*SpeciesScientificName","SpeciesCommonNameEnglish","SpeciesCommonNameLocal","*IdentificationCertainty","TagBandID","Sex","AgeClass","Pregnant","WithYoung","Lactating","*ConditionAtSampling","ReportedAsConditionAtCapture","ConditionAtRelease","PreservationMethod","OtherConditionPreservation","Use","OtherUse","DestinationOfProduct","OriginKnown","OriginLocation","TimeSinceOrigin","Euthanasia","ClinicalSigns/GrossFindings","DiseaseSuspected","SuspectedDisease","Necropsy/Exam","FieldNecropsyResults","BodyMeasurementBodyPartType","BodyMeasurementUnit","BodyMeasurementValue","Part","PartDescription","PerceivedRateOfSale","PerceivedRateSaleTimeUnit","PriceUnitLocal","PriceUnitUSD","VendorQuantity","VendorQuantityUnit","VendorQuantityCertainty","ButcheringActivity","Butcher","ButcherObservableRiskFactors","ButcherReducesBloodContact","Quarter","sampleUnitNotes","sampleUnitCustomColumns","SpecimenID","SpecimenIDBarcode","SpecimenDate","SpecimenType","SpecimenTypeDescriptor","SpecimenCondition","SpecimenComments","SamplingMethod","SampleAliquotted","AliquotID","SampleContainer","StorageMedium","FieldStorageMethod","LaboratoryStorageMethod","SpecimenLocationFacilityName","SpecimenLocationInLab","SpecimenLocationFacilityAddress","TimeFromCollectionToFreezing","BloodCollectionTube","PlasmaCollected","SerumCollected","MethodOfSerumPlasmaCollection","VolumeOfSerumPlasma","Notes","SpecimenCustomColumns","DateCreated","EntryID","InPurgatory"
"Batu 10 Chenderong Balai","Batu 10 Chenderong Balai-2010-09-07","Malaysia","Perak","Teluk Intan","4.1264","101.0886","","","","none of these","established village or indigenous settlement","multiple domestic animal spp","","2010-09-07","","1 day","Mei-Ho Lee","","EcoHealth Alliance","False","Actual","peri-domestic/in or near human dwelling(s)","","","","Opportunistic","Yes","","PMW00046","","","","","12660","PMW00046","","2010-07-09","4.0439","101.0529","EHA & PERHILITAN","","","Wild","Primates","Macaca fascicularis","Macaca fascicularis","Long-tailed macaque","Kera","Actual","","Male","Adult","","","","Dead","True","","","","","","","","","","Yes","","","","Yes","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010"," F","<b>FTA</b>: 2<br/><b>Blood smear</b>: 3<br/><b>Trap Location for each Individual</b>: Kg. Kuala Sg. Manik Teluk Intan, Perak<br/>","42538","PMYWT - 00460","2010-07-09","Red blood cells ","","","","Venipuncture","","","Cryotube ","Viral transport media","","","","","","","EDTA","","","Natural Separation","","","","6/7/2011 11:51:10 AM","","False"
"Batu 10 Chenderong Balai","Batu 10 Chenderong Balai-2010-09-07","Malaysia","Perak","Teluk Intan","4.1264","101.0886","","","","none of these","established village or indigenous settlement","multiple domestic animal spp","","2010-09-07","","1 day","Mei-Ho Lee","","EcoHealth Alliance","False","Actual","peri-domestic/in or near human dwelling(s)","","","","Opportunistic","Yes","","PMW00051","","","","","12665","PMW00051","","2010-07-09","4.1264","101.0886","EHA & PERHILITAN","","","Wild","Primates","Macaca fascicularis","Macaca fascicularis","Long-tailed macaque","Kera","Actual","","Male","Adult","","","","Dead","True","","","","","","","","","","Yes","","","","Yes","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010"," G","<b>FTA</b>: 2<br/><b>Blood smear</b>: 3<br/><b>Trap Location for each Individual</b>: Bt. 10 Chenderong Balai, Teluk Intan, Perak<br/>","42539","PMYWT - 05984","2010-07-09","Tissue ","Small intestine","","","Excisional biopsy ","","","Sealed plastic container ","Formalin","","","","","","","","","","","","","","6/7/2011 11:51:10 AM","","False"
"Batu 10 Chenderong Balai","Batu 10 Chenderong Balai-2010-09-07","Malaysia","Perak","Teluk Intan","4.1264","101.0886","","","","none of these","established village or indigenous settlement","multiple domestic animal spp","","2010-09-07","","1 day","Mei-Ho Lee","","EcoHealth Alliance","False","Actual","peri-domestic/in or near human dwelling(s)","","","","Opportunistic","Yes","","PMW00045","","","","","12659","PMW00045","","2010-07-09","4.0439","101.0529","EHA & PERHILITAN","","","Wild","Primates","Macaca fascicularis","Macaca fascicularis","Long-tailed macaque","Kera","Actual","","Male","Adult","","","","Dead","True","","","","","","","","","","Yes","","","","Yes","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010"," F","<b>FTA</b>: 2<br/><b>Blood smear</b>: 3<br/><b>Trap Location for each Individual</b>: Kg. Kuala Sg. Manik Teluk Intan, Perak<br/>","42540","PMYWT - 00441","2010-07-09","Urine/Urogenital swab","urine and swab","","","Swab ","","","Cryotube ","Lysis_buffer","","","","","","","","","","","","","","6/7/2011 11:51:10 AM","","False"
"Batu 10 Chenderong Balai","Batu 10 Chenderong Balai-2010-09-07","Malaysia","Perak","Teluk Intan","4.1264","101.0886","","","","none of these","established village or indigenous settlement","multiple domestic animal spp","","2010-09-07","","1 day","Mei-Ho Lee","","EcoHealth Alliance","False","Actual","peri-domestic/in or near human dwelling(s)","","","","Opportunistic","Yes","","PMW00045","","","","","12659","PMW00045","","2010-07-09","4.0439","101.0529","EHA & PERHILITAN","","","Wild","Primates","Macaca fascicularis","Macaca fascicularis","Long-tailed macaque","Kera","Actual","","Male","Adult","","","","Dead","True","","","","","","","","","","Yes","","","","Yes","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010"," F","<b>FTA</b>: 2<br/><b>Blood smear</b>: 3<br/><b>Trap Location for each Individual</b>: Kg. Kuala Sg. Manik Teluk Intan, Perak<br/>","42541","PMYWT - 00442","2010-07-09","Urine/Urogenital swab","urine and swab","","","Swab ","","","Cryotube ","Viral transport media","","","","","","","","","","","","","","6/7/2011 11:51:10 AM","","False"
"Batu 10 Chenderong Balai","Batu 10 Chenderong Balai-2010-09-07","Malaysia","Perak","Teluk Intan","4.1264","101.0886","","","","none of these","established village or indigenous settlement","multiple domestic animal spp","","2010-09-07","","1 day","Mei-Ho Lee","","EcoHealth Alliance","False","Actual","peri-domestic/in or near human dwelling(s)","","","","Opportunistic","Yes","","PMW00045","","","","","12659","PMW00045","","2010-07-09","4.0439","101.0529","EHA & PERHILITAN","","","Wild","Primates","Macaca fascicularis","Macaca fascicularis","Long-tailed macaque","Kera","Actual","","Male","Adult","","","","Dead","True","","","","","","","","","","Yes","","","","Yes","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010"," F","<b>FTA</b>: 2<br/><b>Blood smear</b>: 3<br/><b>Trap Location for each Individual</b>: Kg. Kuala Sg. Manik Teluk Intan, Perak<br/>","42542","PMYWT - 00443","2010-07-09","Oropharyngeal swab","","","","Swab ","","","Cryotube ","Lysis_buffer","","","","","","","","","","","","","","6/7/2011 11:51:10 AM","","False"
"Batu 10 Chenderong Balai","Batu 10 Chenderong Balai-2010-09-07","Malaysia","Perak","Teluk Intan","4.1264","101.0886","","","","none of these","established village or indigenous settlement","multiple domestic animal spp","","2010-09-07","","1 day","Mei-Ho Lee","","EcoHealth Alliance","False","Actual","peri-domestic/in or near human dwelling(s)","","","","Opportunistic","Yes","","PMW00045","","","","","12659","PMW00045","","2010-07-09","4.0439","101.0529","EHA & PERHILITAN","","","Wild","Primates","Macaca fascicularis","Macaca fascicularis","Long-tailed macaque","Kera","Actual","","Male","Adult","","","","Dead","True","","","","","","","","","","Yes","","","","Yes","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010"," F","<b>FTA</b>: 2<br/><b>Blood smear</b>: 3<br/><b>Trap Location for each Individual</b>: Kg. Kuala Sg. Manik Teluk Intan, Perak<br/>","42543","PMYWT - 00444","2010-07-09","Oropharyngeal swab","","","","Swab ","","","Cryotube ","Viral transport media","","","","","","","","","","","","","","6/7/2011 11:51:10 AM","","False"
"Batu 10 Chenderong Balai","Batu 10 Chenderong Balai-2010-09-07","Malaysia","Perak","Teluk Intan","4.1264","101.0886","","","","none of these","established village or indigenous settlement","multiple domestic animal spp","","2010-09-07","","1 day","Mei-Ho Lee","","EcoHealth Alliance","False","Actual","peri-domestic/in or near human dwelling(s)","","","","Opportunistic","Yes","","PMW00045","","","","","12659","PMW00045","","2010-07-09","4.0439","101.0529","EHA & PERHILITAN","","","Wild","Primates","Macaca fascicularis","Macaca fascicularis","Long-tailed macaque","Kera","Actual","","Male","Adult","","","","Dead","True","","","","","","","","","","Yes","","","","Yes","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010"," F","<b>FTA</b>: 2<br/><b>Blood smear</b>: 3<br/><b>Trap Location for each Individual</b>: Kg. Kuala Sg. Manik Teluk Intan, Perak<br/>","42544","PMYWT - 00445","2010-07-09","Feces/Rectal swab","feces and swab","","","Swab ","","","Cryotube ","Viral transport media","","","","","","","","","","","","","","6/7/2011 11:51:10 AM","","False"
"Batu 10 Chenderong Balai","Batu 10 Chenderong Balai-2010-09-07","Malaysia","Perak","Teluk Intan","4.1264","101.0886","","","","none of these","established village or indigenous settlement","multiple domestic animal spp","","2010-09-07","","1 day","Mei-Ho Lee","","EcoHealth Alliance","False","Actual","peri-domestic/in or near human dwelling(s)","","","","Opportunistic","Yes","","PMW00045","","","","","12659","PMW00045","","2010-07-09","4.0439","101.0529","EHA & PERHILITAN","","","Wild","Primates","Macaca fascicularis","Macaca fascicularis","Long-tailed macaque","Kera","Actual","","Male","Adult","","","","Dead","True","","","","","","","","","","Yes","","","","Yes","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010"," F","<b>FTA</b>: 2<br/><b>Blood smear</b>: 3<br/><b>Trap Location for each Individual</b>: Kg. Kuala Sg. Manik Teluk Intan, Perak<br/>","42545","PMYWT - 00446","2010-07-09","Feces/Rectal swab","feces and swab","","","Swab ","","","Cryotube ","N/A","","","","","","","","","","","","","","6/7/2011 11:51:10 AM","","False"
"Batu 10 Chenderong Balai","Batu 10 Chenderong Balai-2010-09-07","Malaysia","Perak","Teluk Intan","4.1264","101.0886","","","","none of these","established village or indigenous settlement","multiple domestic animal spp","","2010-09-07","","1 day","Mei-Ho Lee","","EcoHealth Alliance","False","Actual","peri-domestic/in or near human dwelling(s)","","","","Opportunistic","Yes","","PMW00045","","","","","12659","PMW00045","","2010-07-09","4.0439","101.0529","EHA & PERHILITAN","","","Wild","Primates","Macaca fascicularis","Macaca fascicularis","Long-tailed macaque","Kera","Actual","","Male","Adult","","","","Dead","True","","","","","","","","","","Yes","","","","Yes","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010"," F","<b>FTA</b>: 2<br/><b>Blood smear</b>: 3<br/><b>Trap Location for each Individual</b>: Kg. Kuala Sg. Manik Teluk Intan, Perak<br/>","42546","PMYWT - 00447","2010-07-09","Plasma ","","","","Venipuncture","","","Cryotube ","N/A","","","","","","","EDTA","Yes","","Natural Separation","0.15","","","6/7/2011 11:51:10 AM","","False"
"Batu 10 Chenderong Balai","Batu 10 Chenderong Balai-2010-09-07","Malaysia","Perak","Teluk Intan","4.1264","101.0886","","","","none of these","established village or indigenous settlement","multiple domestic animal spp","","2010-09-07","","1 day","Mei-Ho Lee","","EcoHealth Alliance","False","Actual","peri-domestic/in or near human dwelling(s)","","","","Opportunistic","Yes","","PMW00045","","","","","12659","PMW00045","","2010-07-09","4.0439","101.0529","EHA & PERHILITAN","","","Wild","Primates","Macaca fascicularis","Macaca fascicularis","Long-tailed macaque","Kera","Actual","","Male","Adult","","","","Dead","True","","","","","","","","","","Yes","","","","Yes","","","","","","","","","","","","","","Yes","","","","FY1 Q4:  Jul 1 - Sep 30, 2010"," F","<b>FTA</b>: 2<br/><b>Blood smear</b>: 3<br/><b>Trap Location for each Individual</b>: Kg. Kuala Sg. Manik Teluk Intan, Perak<br/>","42547","PMYWT - 00448","2010-07-09","Plasma ","","","","Venipuncture","","","Cryotube ","N/A","","","","","","","EDTA","Yes","","Natural Separation","0.15","","","6/7/2011 11:51:10 AM","","False"
